FILE: Gr_10x10_9lines_bands
LATTICE_VECTORS:
24.6841602325         0.0000000000         0.0000000000
12.3420815395        21.3771090107         0.0000000000
0.0000000000         0.0000000000        39.9990577698
ATOMIC_COORDS:
x y z species
7.40553319 1.43795094 20.00118552 C
9.87396632 5.68691121 20.00089464 C
12.32025587 9.99078901 19.77315147 C
14.80933402 14.25273059 20.00287189 C
17.27523771 18.49207463 19.99469669 C
12.34236557 1.43795046 20.00118557 C
14.81079833 5.68691114 20.00089464 C
17.25708793 9.99078902 19.77315146 C
19.74616604 14.25273054 20.00287189 C
22.21206971 18.49207469 19.99469680 C
17.27919751 1.43795044 20.00118557 C
19.74763036 5.68691117 20.00089463 C
22.19391989 9.99078890 19.77315148 C
24.68299809 14.25273045 20.00287188 C
27.14890199 18.49207428 19.99469693 C
22.21602915 1.43795092 20.00118552 C
24.68446242 5.68691125 20.00089463 C
27.13075193 9.99078886 19.77315148 C
29.61983019 14.25273042 20.00287188 C
32.08573416 18.49207426 19.99469689 C
25.91855024 3.56428521 19.99867144 C
28.38871778 7.80352704 19.99295223 C
30.85329907 12.12634586 20.00156552 C
33.32227884 16.37563995 19.99892781 C
35.81072841 20.67918204 20.22973547 C
6.17122214 3.56428523 19.99867143 C
8.64138959 7.80352705 19.99295223 C
11.10597090 12.12634588 20.00156552 C
13.57495061 16.37564009 19.99892780 C
16.06340021 20.67918194 20.22973548 C
11.10805422 3.56428515 19.99867143 C
13.57822163 7.80352706 19.99295224 C
16.04280292 12.12634591 20.00156552 C
18.51178257 16.37564007 19.99892780 C
21.00023228 20.67918207 20.22973549 C
16.04488620 3.56428506 19.99867143 C
18.51505369 7.80352704 19.99295225 C
20.97963493 12.12634590 20.00156552 C
23.44861464 16.37563991 19.99892780 C
25.93706467 20.67918129 20.22973529 C
20.98171817 3.56428509 19.99867143 C
23.45188573 7.80352703 19.99295224 C
25.91646697 12.12634586 20.00156552 C
28.38544676 16.37563982 19.99892781 C
30.87389669 20.67918127 20.22973528 C
3.07955813 9.62096216 18.03686154 S
8.01639019 9.62096218 18.03686158 S
12.95322224 9.62096221 18.03686159 S
17.89005427 9.62096221 18.03686159 S
22.82688630 9.62096218 18.03686157 S
5.54802520 9.62097291 21.96307871 S
10.48485730 9.62097299 21.96307869 S
15.42168932 9.62097301 21.96307866 S
20.35852132 9.62097294 21.96307867 S
25.29535338 9.62097292 21.96307872 S
12.95340802 20.30825692 18.03689886 S
17.89024007 20.30825692 18.03689887 S
22.82707218 20.30825705 18.03689889 S
27.76390433 20.30825712 18.03689880 S
32.70073633 20.30825704 18.03689877 S
15.42189037 20.30825760 21.96306403 S
20.35872245 20.30825768 21.96306402 S
25.29555466 20.30825767 21.96306397 S
30.23238672 20.30825768 21.96306398 S
35.16921859 20.30825769 21.96306404 S

FILE: Gr_12x12_11lines_bands
LATTICE_VECTORS:
29.6209926605         0.0000000000         0.0000000000
14.8104980382        25.6525311433         0.0000000000
0.0000000000         0.0000000000        39.9990577698
ATOMIC_COORDS:
x y z species
1.234328 0.720762 20.000012 C
3.702682 4.984073 19.999956 C
6.170859 9.249298 20.000267 C
8.637381 13.515580 20.001372 C
11.109660 17.856258 19.993501 C
13.576507 22.109616 19.999987 C
6.171160 0.720762 20.000012 C
8.639514 4.984073 19.999956 C
11.107691 9.249298 20.000267 C
13.574213 13.515580 20.001372 C
16.046492 17.856258 19.993501 C
18.513339 22.109616 19.999987 C
11.107992 0.720762 20.000012 C
13.576346 4.984073 19.999956 C
16.044523 9.249298 20.000267 C
18.511045 13.515580 20.001372 C
20.983324 17.856258 19.993501 C
23.450171 22.109616 19.999987 C
16.044824 0.720762 20.000012 C
18.513178 4.984073 19.999956 C
20.981355 9.249298 20.000267 C
23.447877 13.515580 20.001372 C
25.920156 17.856258 19.993501 C
28.387003 22.109616 19.999987 C
20.981657 0.720762 20.000012 C
23.450011 4.984073 19.999956 C
25.918187 9.249298 20.000267 C
28.384710 13.515580 20.001372 C
30.856988 17.856258 19.993501 C
33.323835 22.109616 19.999987 C
25.918489 0.720762 20.000012 C
28.386843 4.984073 19.999956 C
30.855019 9.249298 20.000267 C
33.321542 13.515580 20.001372 C
35.793820 17.856258 19.993501 C
38.260667 22.109616 19.999987 C
29.621003 2.852357 19.999989 C
32.089406 7.116588 19.999945 C
34.557042 11.381307 19.999269 C
37.004578 15.659534 20.223326 C
39.495154 19.979432 20.000390 C
41.963061 24.241032 19.999849 C
4.936842 2.852357 19.999989 C
7.405246 7.116588 19.999945 C
9.872881 11.381307 19.999269 C
12.320417 15.659534 20.223326 C
14.810994 19.979432 20.000390 C
17.278901 24.241032 19.999849 C
9.873674 2.852357 19.999989 C
12.342078 7.116588 19.999945 C
14.809713 11.381307 19.999269 C
17.257249 15.659534 20.223326 C
19.747826 19.979433 20.000390 C
22.215733 24.241032 19.999849 C
14.810506 2.852357 19.999989 C
17.278910 7.116588 19.999945 C
19.746545 11.381307 19.999269 C
22.194081 15.659533 20.223326 C
24.684658 19.979432 20.000390 C
27.152565 24.241032 19.999849 C
19.747338 2.852357 19.999989 C
22.215742 7.116588 19.999945 C
24.683378 11.381307 19.999269 C
27.130914 15.659534 20.223326 C
29.621490 19.979432 20.000390 C
32.089397 24.241032 19.999849 C
24.684171 2.852357 19.999989 C
27.152574 7.116588 19.999945 C
29.620210 11.381307 19.999269 C
32.067746 15.659534 20.223326 C
34.558322 19.979432 20.000390 C
37.026229 24.241032 19.999849 C
3.702502 0.720761 19.999963 C
6.171021 4.984075 20.000011 C
8.639284 9.249292 19.999724 C
11.105873 13.515501 19.998630 C
13.577951 17.856194 20.006565 C
16.044681 22.109613 19.999997 C
8.639334 0.720761 19.999963 C
11.107853 4.984075 20.000011 C
13.576116 9.249292 19.999724 C
16.042705 13.515501 19.998630 C
18.514783 17.856194 20.006565 C
20.981513 22.109613 19.999997 C
